student_id,assessment_id,assessment_name,n_questions_entered,n_questions_attempted,n_assessment_questions,absent,mark,available_marks,created,last_updated
afd7e,110d2,Year 7 Baseline Assessment 2024,46,34,46,False,9.0,60,2024-09-25 19:14:44.656653+00:00,2024-09-25 19:35:55.884388+00:00
f3a8e,110d2,Year 7 Baseline Assessment 2024,46,45,46,False,30.0,60,2024-09-17 06:56:26.115267+00:00,2024-09-17 07:15:47.292448+00:00
f610e,110d2,Year 7 Baseline Assessment 2024,46,41,46,False,50.0,60,2024-09-23 11:52:50.034862+00:00,2024-09-23 12:02:26.992631+00:00
7188f,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,56.0,60,2024-09-06 16:33:20.336085+00:00,2024-09-06 16:52:27.794997+00:00
1c524,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,55.0,60,2024-09-09 10:33:48.277201+00:00,2024-09-09 10:50:10.440520+00:00
91693,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,49.0,60,2024-09-30 16:29:02.288924+00:00,2024-09-30 16:53:21.737750+00:00
ae829,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,37.0,60,2024-09-12 19:40:45.961941+00:00,2024-09-12 20:47:25.234039+00:00
83fe0,110d2,Year 7 Baseline Assessment 2024,46,16,46,False,8.0,60,2024-09-10 21:38:13.138757+00:00,2024-09-10 21:47:08.894337+00:00
b1a2a,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,50.0,60,2024-09-13 13:18:01.721471+00:00,2024-09-13 13:32:19.424754+00:00
5a854,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,47.0,60,2024-09-16 08:10:50.442480+00:00,2024-09-16 08:41:59.482661+00:00
aa5dd,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,53.0,60,2024-09-20 18:49:08.889910+00:00,2024-09-20 19:07:38.797501+00:00
88d51,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,43.0,60,2024-09-17 18:12:54.671184+00:00,2024-09-17 19:20:27.494827+00:00
47a08,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,23.0,60,2024-09-11 19:19:50.575348+00:00,2024-09-11 19:22:56.380843+00:00
84df3,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,48.0,60,2024-09-12 10:57:43.969362+00:00,2024-09-12 10:58:52.380914+00:00
12ae8,110d2,Year 7 Baseline Assessment 2024,46,42,46,False,45.0,60,2024-09-16 20:12:33.065686+00:00,2024-09-16 21:46:57.700573+00:00
9195d,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,36.0,60,2024-09-20 11:16:27.510491+00:00,2024-09-20 11:38:27.417030+00:00
ef0e0,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,50.0,60,2024-09-13 12:14:25.341655+00:00,2024-09-13 12:40:33.340788+00:00
cb8a3,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,18.0,60,2024-09-18 15:46:43.310809+00:00,2024-09-18 15:48:56.186662+00:00
cac55,110d2,Year 7 Baseline Assessment 2024,46,40,46,False,20.0,60,2024-09-09 08:44:37.565731+00:00,2024-09-09 09:15:28.501118+00:00
14fd5,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,36.0,60,2024-09-30 19:58:33.880111+00:00,2024-09-30 20:54:51.373293+00:00
5abba,110d2,Year 7 Baseline Assessment 2024,46,20,46,False,7.0,60,2024-09-22 14:48:55.131563+00:00,2024-09-22 15:02:56.537790+00:00
e90bd,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,40.0,60,2024-09-11 20:07:36.045003+00:00,2024-09-11 20:53:38.758893+00:00
84a87,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,43.0,60,2024-09-25 14:13:45.416694+00:00,2024-09-25 14:17:34.677839+00:00
96f6a,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,39.0,60,2024-09-20 13:23:55.689495+00:00,2024-09-20 13:33:26.752694+00:00
9b883,110d2,Year 7 Baseline Assessment 2024,46,33,46,False,18.0,60,2024-09-15 16:34:12.628187+00:00,2024-09-15 16:39:30.134915+00:00
9ebc2,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,19.0,60,2024-09-13 12:43:10.322181+00:00,2024-09-13 12:46:09.815382+00:00
c0281,110d2,Year 7 Baseline Assessment 2024,46,41,46,False,18.0,60,2024-09-09 13:33:57.769387+00:00,2024-09-09 13:50:45.777466+00:00
27944,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,32.0,60,2024-09-25 11:41:47.775265+00:00,2024-09-25 12:00:07.424305+00:00
996f7,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,37.0,60,2024-10-04 13:34:27.570710+00:00,2024-10-04 14:14:24.157602+00:00
71ba3,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,58.0,60,2024-09-18 12:00:17.396824+00:00,2024-09-18 12:24:42.272575+00:00
35ea8,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,31.0,60,2024-09-19 10:45:48.529977+00:00,2024-09-19 11:26:17.277936+00:00
27b4f,110d2,Year 7 Baseline Assessment 2024,46,38,46,False,31.0,60,2024-09-26 05:47:20.441809+00:00,2024-09-26 05:52:19.231825+00:00
9487d,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,29.0,60,2024-09-17 06:04:06.128623+00:00,2024-09-17 06:18:58.679446+00:00
c6fca,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,53.0,60,2024-09-12 15:49:30.672345+00:00,2024-09-12 16:10:18.244853+00:00
aa52a,110d2,Year 7 Baseline Assessment 2024,46,35,46,False,8.0,60,2025-03-11 08:38:59.380452+00:00,2025-03-11 09:01:38.296987+00:00
7ddcd,110d2,Year 7 Baseline Assessment 2024,46,41,46,False,31.0,60,2024-09-06 11:57:36.696439+00:00,2024-09-06 12:24:12.145363+00:00
44abc,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,38.0,60,2024-09-13 13:18:01.721471+00:00,2024-09-13 13:47:46.364292+00:00
6a787,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,48.0,60,2024-09-19 13:11:31.661279+00:00,2024-09-19 13:14:20.348339+00:00
58d17,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,45.0,60,2024-09-19 11:41:01.240830+00:00,2024-09-19 13:11:12.472516+00:00
925c1,110d2,Year 7 Baseline Assessment 2024,46,44,46,False,26.0,60,2024-09-16 15:17:29.957744+00:00,2024-09-16 15:26:31.114057+00:00
3ced5,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,32.0,60,2024-09-29 15:05:42.382436+00:00,2024-09-29 16:11:05.876265+00:00
57089,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,55.0,60,2024-09-07 09:59:16.495287+00:00,2024-09-07 10:17:47.008207+00:00
e75be,110d2,Year 7 Baseline Assessment 2024,46,40,46,False,44.0,60,2024-09-24 08:56:59.638344+00:00,2024-09-24 09:26:20.244281+00:00
ac253,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,39.0,60,2024-09-12 19:40:45.961941+00:00,2024-09-12 21:23:26.448553+00:00
5cf4b,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,47.0,60,2024-09-09 18:03:24.339433+00:00,2024-09-09 18:42:52.735725+00:00
62ef2,110d2,Year 7 Baseline Assessment 2024,46,32,46,False,9.0,60,2024-09-24 15:52:35.174339+00:00,2024-09-24 16:28:18.322671+00:00
04d20,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,38.0,60,2024-09-12 16:27:42.757866+00:00,2024-09-12 16:56:49.225571+00:00
02f01,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,28.0,60,2024-09-15 14:14:54.611848+00:00,2024-09-15 14:18:44.914352+00:00
ee07e,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,33.0,60,2024-10-06 15:23:22.139774+00:00,2024-10-06 15:42:37.678063+00:00
621f5,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,18.0,60,2024-09-06 15:58:06.862645+00:00,2024-09-06 16:03:11.961362+00:00
888ce,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,35.0,60,2024-09-11 10:52:57.570353+00:00,2024-09-11 11:06:04.196280+00:00
60c3f,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,19.0,60,2024-09-19 10:49:59.715335+00:00,2024-09-19 10:51:02.956935+00:00
abfd4,110d2,Year 7 Baseline Assessment 2024,46,44,46,False,31.0,60,2024-09-10 21:27:12.654404+00:00,2024-09-10 21:30:18.292794+00:00
86bbd,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,46.0,60,2024-10-04 15:06:07.356141+00:00,2024-10-04 15:13:18.425492+00:00
89a53,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,43.0,60,2024-09-07 09:34:39.220382+00:00,2024-09-07 09:52:14.129196+00:00
ddd85,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,5.0,60,2024-10-16 14:30:51.790158+00:00,2024-10-16 14:49:01.767889+00:00
b7d3f,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,28.0,60,2024-09-13 15:05:44.199815+00:00,2024-09-13 15:39:46.032491+00:00
1af1e,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,56.0,60,2024-09-24 20:44:25.512874+00:00,2024-09-24 21:02:00.766032+00:00
ad550,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,50.0,60,2024-09-20 18:49:08.889910+00:00,2024-09-20 19:15:58.700750+00:00
ea12b,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,48.0,60,2024-09-20 18:49:08.889910+00:00,2024-09-20 19:03:12.846493+00:00
bf0f9,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,32.0,60,2024-09-14 08:49:41.461116+00:00,2024-09-14 09:09:21.600399+00:00
a487e,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,49.0,60,2024-09-26 15:09:13.849509+00:00,2024-09-26 15:30:30.151534+00:00
f3687,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,34.0,60,2024-10-02 20:43:26.053779+00:00,2024-10-02 21:31:04.619614+00:00
57e95,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,32.0,60,2024-09-10 07:09:39.098974+00:00,2024-09-10 07:11:54.382847+00:00
d932a,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,41.0,60,2024-09-30 19:58:33.880111+00:00,2024-09-30 21:26:03.600544+00:00
50a6d,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,40.0,60,2024-09-12 14:08:56.505588+00:00,2024-09-12 14:39:57.312845+00:00
927db,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,51.0,60,2024-09-11 15:48:38.535458+00:00,2024-09-11 15:50:45.214906+00:00
08c25,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,50.0,60,2024-09-10 06:55:36.582778+00:00,2024-09-10 07:25:48.848795+00:00
e3bec,110d2,Year 7 Baseline Assessment 2024,46,46,46,True,0.0,60,2024-09-17 07:22:43.109042+00:00,2024-09-17 11:49:10.025283+00:00
11ec9,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,56.0,60,2024-09-09 18:12:20.988916+00:00,2024-09-09 18:29:03.265796+00:00
69643,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,36.0,60,2024-09-27 08:14:29.631867+00:00,2024-09-27 08:22:04.329708+00:00
46b60,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,34.0,60,2024-09-07 19:30:52.155839+00:00,2024-09-07 20:10:42.060298+00:00
3c872,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,14.0,60,2024-09-13 11:55:41.950135+00:00,2024-09-13 12:09:55.867879+00:00
f9862,110d2,Year 7 Baseline Assessment 2024,46,41,46,False,31.0,60,2024-09-08 08:48:22.812642+00:00,2024-09-08 09:18:47.885902+00:00
0ce52,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,43.0,60,2024-10-17 16:22:29.612729+00:00,2024-10-17 16:57:51.020946+00:00
405aa,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,31.0,60,2024-09-26 14:46:17.507064+00:00,2024-09-26 14:54:18.340376+00:00
43ae7,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,41.0,60,2024-10-06 12:38:59.061498+00:00,2024-10-06 12:51:19.390102+00:00
30623,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,38.0,60,2024-10-06 22:15:25.658906+00:00,2024-10-06 22:18:34.429082+00:00
0a9cf,110d2,Year 7 Baseline Assessment 2024,46,42,46,False,38.0,60,2024-09-02 15:36:50.879902+00:00,2024-09-02 16:02:33.799193+00:00
2f988,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,18.0,60,2024-11-02 19:32:34.644400+00:00,2024-11-02 19:37:43.011637+00:00
66210,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,38.0,60,2024-09-18 08:03:09.196177+00:00,2024-09-18 08:13:28.578966+00:00
e819a,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,54.0,60,2024-09-25 15:20:47.520944+00:00,2024-09-25 16:13:34.305230+00:00
1014d,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,53.0,60,2024-09-30 16:29:02.288924+00:00,2024-09-30 17:05:22.275058+00:00
b134f,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,45.0,60,2024-10-06 13:03:19.008996+00:00,2024-10-06 13:15:43.095501+00:00
6bfc8,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,49.0,60,2024-09-06 12:21:32.236347+00:00,2024-09-13 13:32:23.763028+00:00
f7756,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,9.0,60,2024-09-09 08:53:48.592151+00:00,2024-09-09 09:17:46.165192+00:00
64fd0,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,37.0,60,2024-09-03 14:21:13.275952+00:00,2024-09-03 14:45:27.244413+00:00
a6917,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,31.0,60,2024-09-30 10:51:56.008894+00:00,2024-09-30 10:56:58.214077+00:00
44085,110d2,Year 7 Baseline Assessment 2024,46,36,46,False,21.0,60,2024-09-27 08:08:27.594075+00:00,2024-09-27 08:45:32.317388+00:00
4afae,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,44.0,60,2024-09-11 08:54:13.936792+00:00,2024-09-11 09:06:08.284513+00:00
8f036,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,38.0,60,2024-09-27 07:30:12.644956+00:00,2024-09-27 10:37:49.751385+00:00
69234,110d2,Year 7 Baseline Assessment 2024,46,33,46,False,15.0,60,2024-09-15 15:08:19.295619+00:00,2024-09-15 16:10:48.236730+00:00
f8c92,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,49.0,60,2024-09-08 08:48:35.450613+00:00,2024-09-08 09:09:31.436431+00:00
68c87,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,33.0,60,2024-10-04 13:34:27.570710+00:00,2024-10-04 14:03:42.998792+00:00
6b2fa,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,47.0,60,2024-09-05 22:39:30.153427+00:00,2024-09-05 22:54:48.340097+00:00
91138,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,38.0,60,2024-09-24 10:26:07.809004+00:00,2024-09-24 10:34:56.850071+00:00
6db2e,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,32.0,60,2024-09-19 09:35:42.113118+00:00,2024-09-19 09:38:58.860178+00:00
e03a8,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,56.0,60,2024-09-13 13:18:01.721471+00:00,2024-09-13 13:45:39.097120+00:00
b2eb8,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,12.0,60,2024-09-17 15:24:32.626081+00:00,2024-09-17 15:30:37.677817+00:00
540fb,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,44.0,60,2024-09-09 13:18:27.062919+00:00,2024-09-09 13:37:33.501247+00:00
00bfd,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,39.0,60,2024-09-14 14:24:34.888789+00:00,2024-09-14 15:37:32.881589+00:00
f3a61,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,54.0,60,2024-09-13 07:02:43.134141+00:00,2024-09-13 07:09:47.698655+00:00
b5d83,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,31.0,60,2024-09-25 10:35:27.207848+00:00,2024-09-25 10:46:00.285472+00:00
81a82,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,49.0,60,2024-09-11 20:07:36.045003+00:00,2024-09-11 20:40:14.463330+00:00
ca3e6,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,46.0,60,2024-09-13 07:31:35.356768+00:00,2024-09-13 08:27:31.947483+00:00
efadd,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,37.0,60,2024-09-10 15:59:43.712168+00:00,2024-09-10 17:23:49.670433+00:00
affd6,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,36.0,60,2024-09-27 15:35:38.929820+00:00,2024-09-27 15:40:48.334759+00:00
d3cdd,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,33.0,60,2024-09-24 12:39:33.589790+00:00,2024-09-24 12:52:21.785211+00:00
5e2cf,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,55.0,60,2024-09-13 13:45:20.474747+00:00,2024-09-13 13:46:43.260241+00:00
caab6,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,33.0,60,2024-09-16 19:10:27.901428+00:00,2024-09-16 19:32:46.957204+00:00
d487b,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,26.0,60,2024-09-20 12:30:49.961868+00:00,2024-09-20 12:36:20.748361+00:00
8ed63,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,56.0,60,2024-09-16 12:19:36.877325+00:00,2024-09-16 12:29:44.379592+00:00
4f7a3,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,55.0,60,2024-09-05 19:15:01.287019+00:00,2024-09-05 19:19:11.816086+00:00
aec82,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,29.0,60,2024-09-10 07:55:04.349676+00:00,2024-09-10 08:23:33.988516+00:00
9057c,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,30.0,60,2024-09-18 16:31:09.442802+00:00,2024-09-18 16:34:57.035051+00:00
49919,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,16.0,60,2024-10-06 16:08:26.374024+00:00,2024-10-06 16:11:26.018462+00:00
6fcbb,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,55.0,60,2024-09-17 15:23:13.412318+00:00,2024-09-17 15:23:57.463586+00:00
a41a0,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,32.0,60,2024-09-11 11:29:26.945779+00:00,2024-09-11 11:47:42.185182+00:00
9a1bb,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,49.0,60,2024-09-16 08:10:50.442480+00:00,2024-09-16 08:31:22.637428+00:00
ad9f6,110d2,Year 7 Baseline Assessment 2024,46,40,46,False,23.0,60,2024-09-09 16:14:48.187655+00:00,2024-09-09 16:28:30.158714+00:00
5bd89,110d2,Year 7 Baseline Assessment 2024,46,44,46,False,39.0,60,2024-09-13 12:43:10.322181+00:00,2024-09-13 12:50:16.313778+00:00
0da5a,110d2,Year 7 Baseline Assessment 2024,46,45,46,False,14.0,60,2024-10-15 13:51:17.487576+00:00,2024-10-15 13:59:25.355148+00:00
42fce,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,32.0,60,2024-09-10 18:41:10.246496+00:00,2024-09-10 18:57:59.738088+00:00
f2778,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,56.0,60,2024-09-16 17:30:48.939559+00:00,2024-09-16 17:40:03.672505+00:00
3eea8,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,51.0,60,2024-10-04 15:06:07.356141+00:00,2024-10-04 15:16:34.577920+00:00
d448e,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,18.0,60,2024-09-27 08:08:27.594075+00:00,2024-09-27 09:49:04.203734+00:00
861a7,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,46.0,60,2024-09-15 21:20:04.356864+00:00,2024-09-15 21:42:58.257143+00:00
77413,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,51.0,60,2024-09-28 10:09:14.691791+00:00,2024-09-28 10:36:18.253872+00:00
bf449,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,33.0,60,2024-09-16 09:25:14.556792+00:00,2024-09-16 09:29:32.729280+00:00
0aad6,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,57.0,60,2024-09-13 07:31:35.356768+00:00,2024-09-13 08:28:02.151851+00:00
12328,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,55.0,60,2024-09-06 16:50:09.060121+00:00,2024-09-06 17:01:16.801665+00:00
668f9,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,53.0,60,2024-09-13 13:18:01.721471+00:00,2024-09-13 13:20:51.975311+00:00
ecc4c,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,55.0,60,2024-09-20 14:09:01.362907+00:00,2024-09-20 14:27:07.558449+00:00
8f501,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,34.0,60,2024-09-13 08:40:43.167045+00:00,2024-09-13 09:30:00.731622+00:00
2b96b,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,42.0,60,2024-10-28 15:25:58.255093+00:00,2024-10-28 15:28:28.029848+00:00
3c064,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,52.0,60,2024-09-16 12:03:41.677272+00:00,2024-09-16 12:21:51.929996+00:00
65708,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,20.0,60,2024-09-05 10:50:30.067010+00:00,2024-09-05 10:56:42.893585+00:00
18649,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,37.0,60,2024-09-19 11:07:48.834489+00:00,2024-09-19 11:11:56.959572+00:00
bf9ae,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,42.0,60,2024-09-15 14:14:54.611848+00:00,2024-09-15 14:38:50.556865+00:00
e926c,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,54.0,60,2024-10-03 09:18:41.505869+00:00,2024-10-03 10:27:41.003253+00:00
33b3f,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,43.0,60,2024-10-04 13:34:27.570710+00:00,2024-10-04 13:47:27.513895+00:00
8aabc,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,23.0,60,2024-09-16 10:37:19.305740+00:00,2024-09-16 11:14:06.894724+00:00
2dbf0,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,57.0,60,2024-09-14 15:21:09.820145+00:00,2024-09-14 15:57:52.571626+00:00
d7bc3,110d2,Year 7 Baseline Assessment 2024,46,41,46,False,26.0,60,2024-09-13 13:48:25.559042+00:00,2024-09-13 13:53:05.924649+00:00
f02d0,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,36.0,60,2024-09-09 15:06:50.415945+00:00,2024-09-09 15:42:36.165346+00:00
958cf,110d2,Year 7 Baseline Assessment 2024,46,33,46,False,13.0,60,2024-09-24 14:57:08.873906+00:00,2024-09-24 15:21:32.286677+00:00
70edc,110d2,Year 7 Baseline Assessment 2024,46,42,46,False,47.0,60,2024-09-26 22:03:09.821810+00:00,2024-09-26 22:39:24.427030+00:00
19ddb,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,42.0,60,2024-09-16 11:59:30.306530+00:00,2024-09-16 12:21:50.291576+00:00
d7672,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,54.0,60,2024-09-10 14:05:31.748645+00:00,2024-09-10 14:18:37.412989+00:00
1e8ee,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,15.0,60,2024-09-08 15:29:12.709706+00:00,2024-09-08 15:42:28.948071+00:00
d6ad4,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,11.0,60,2024-09-08 12:21:57.858179+00:00,2024-09-08 12:54:55.709260+00:00
d0ee8,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,47.0,60,2024-09-24 12:01:33.975199+00:00,2024-09-24 12:21:00.532321+00:00
80be0,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,27.0,60,2024-09-26 21:11:32.304400+00:00,2024-09-26 21:41:34.347431+00:00
ddd28,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,55.0,60,2024-09-29 23:39:03.336436+00:00,2024-09-30 00:02:27.032941+00:00
b8d69,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,22.0,60,2024-09-10 19:15:31.848017+00:00,2024-09-10 20:10:13.637892+00:00
00729,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,39.0,60,2024-09-10 06:51:13.814383+00:00,2024-09-10 08:08:28.234077+00:00
bc3de,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,40.0,60,2024-09-17 06:41:46.001572+00:00,2024-09-17 06:56:22.447389+00:00
6b8b9,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,22.0,60,2024-09-24 22:11:14.281551+00:00,2024-09-24 22:16:22.960973+00:00
e83ff,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,59.0,60,2024-09-16 11:59:49.671748+00:00,2024-09-16 12:32:21.015722+00:00
0cb4d,110d2,Year 7 Baseline Assessment 2024,46,45,46,False,47.0,60,2024-09-07 09:59:16.495287+00:00,2024-09-07 10:05:50.122380+00:00
9066d,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,52.0,60,2024-09-18 09:09:29.648298+00:00,2024-09-18 09:47:10.562269+00:00
cc046,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,48.0,60,2024-09-16 17:30:48.939559+00:00,2024-09-16 17:50:03.623293+00:00
57880,110d2,Year 7 Baseline Assessment 2024,46,33,46,False,14.0,60,2024-09-07 18:22:50.794265+00:00,2024-09-07 19:07:32.341816+00:00
eafc5,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,38.0,60,2024-09-30 09:59:02.519994+00:00,2024-09-30 10:08:07.745415+00:00
63313,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,52.0,60,2024-09-09 09:48:18.320084+00:00,2024-09-09 10:02:31.546713+00:00
3b9f4,110d2,Year 7 Baseline Assessment 2024,46,40,46,False,39.0,60,2024-09-18 07:20:00.679030+00:00,2024-09-18 11:03:06.386049+00:00
fdb29,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,45.0,60,2024-09-30 16:08:04.480656+00:00,2024-09-30 16:31:54.189392+00:00
5128f,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,33.0,60,2024-10-09 15:21:43.363695+00:00,2024-10-09 15:34:49.196542+00:00
295ae,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,31.0,60,2024-09-12 16:04:15.151090+00:00,2024-09-12 16:09:39.841515+00:00
a2d5f,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,48.0,60,2024-09-13 11:55:41.950135+00:00,2024-09-13 12:02:51.569066+00:00
b8580,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,47.0,60,2024-09-21 18:32:28.261905+00:00,2024-09-21 19:01:27.526663+00:00
1e491,110d2,Year 7 Baseline Assessment 2024,46,40,46,False,33.0,60,2024-09-27 08:08:27.594075+00:00,2024-09-27 09:55:48.696560+00:00
21f7b,110d2,Year 7 Baseline Assessment 2024,46,33,46,False,29.0,60,2024-09-11 12:31:45.922097+00:00,2024-09-11 15:20:59.452571+00:00
ba6b0,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,21.0,60,2024-09-09 20:03:35.129989+00:00,2024-09-09 20:35:21.383164+00:00
f2f56,110d2,Year 7 Baseline Assessment 2024,46,46,46,False,38.0,60,2024-09-19 11:17:06.898447+00:00,2024-09-19 11:27:29.650655+00:00
